iter	Passed	Remaining
1665	105909	21232
1666	105966	21167
1667	106029	21104
1668	106089	21039
1669	106149	20975
1670	106210	20911
1671	106271	20847
1672	106333	20783
1673	106396	20719
1674	106458	20656
1675	106518	20591
1676	106577	20527
1677	106638	20463
1678	106705	20400
1679	106762	20335
1680	106821	20271
1681	106880	20206
1682	106936	20141
1683	106996	20077
1684	107057	20013
1685	107119	19949
1686	107180	19885
1687	107240	19821
1688	107315	19760
1689	107382	19697
1690	107451	19634
1691	107521	19572
1692	107587	19509
1693	107650	19445
1694	107712	19381
1695	107775	19318
1696	107837	19254
1697	107898	19190
1698	107957	19126
1699	108017	19061
1700	108075	18997
1701	108135	18933
1702	108198	18869
1703	108260	18805
1704	108320	18741
1705	108382	18677
1706	108439	18613
1707	108501	18549
1708	108562	18485
1709	108623	18421
1710	108686	18357
1711	108751	18294
1712	108810	18230
1713	108872	18166
1714	108932	18102
1715	108992	18038
1716	109048	17973
1717	109109	17909
1718	109168	17845
1719	109228	17781
1720	109290	17717
1721	109353	17654
1722	109412	17589
1723	109475	17526
1724	109533	17461
1725	109593	17397
1726	109652	17333
1727	109712	17269
1728	109771	17205
1729	109830	17141
1730	109888	17076
1731	109951	17013
1732	110012	16949
1733	110073	16885
1734	110132	16821
1735	110189	16756
1736	110249	16692
1737	110312	16629
1738	110373	16565
1739	110437	16502
1740	110510	16440
1741	110579	16377
1742	110650	16315
1743	110756	16257
1744	110847	16198
1745	110931	16137
1746	111008	16076
1747	111079	16013
1748	111140	15949
1749	111201	15885
1750	111261	15821
1751	111320	15757
1752	111379	15693
1753	111441	15629
1754	111505	15566
1755	111575	15503
1756	111636	15439
1757	111702	15376
1758	111760	15312
1759	111818	15247
1760	111874	15183
1761	111934	15119
1762	111994	15055
1763	112052	14991
1764	112114	14927
1765	112173	14863
1766	112238	14799
1767	112298	14735
1768	112358	14672
1769	112416	14607
1770	112476	14543
1771	112536	14479
1772	112596	14415
1773	112659	14352
1774	112719	14288
1775	112779	14224
1776	112839	14160
1777	112902	14096
1778	112963	14033
1779	113027	13969
1780	113085	13905
1781	113144	13841
1782	113206	13777
1783	113266	13713
1784	113327	13650
1785	113385	13585
1786	113453	13523
1787	113524	13460
1788	113592	13397
1789	113662	13334
1790	113723	13270
1791	113783	13207
1792	113841	13142
1793	113904	13079
1794	113964	13015
1795	114029	12952
1796	114099	12889
1797	114157	12825
1798	114220	12761
1799	114281	12697
1800	114340	12633
1801	114401	12570
1802	114460	12506
1803	114519	12442
1804	114580	12378
1805	114642	12314
1806	114708	12251
1807	114766	12187
1808	114854	12126
1809	114945	12066
1810	115028	12004
1811	115113	11943
1812	115197	11881
1813	115282	11820
1814	115363	11758
1815	115438	11696
1816	115515	11634
1817	115593	11572
1818	115680	11510
1819	115774	11450
1820	115864	11389
1821	115996	11332
1822	116129	11275
1823	116230	11215
1824	116324	11154
1825	116409	11092
1826	116487	11030
1827	116650	10975
1828	116735	10914
1829	116814	10851
1830	116901	10789
1831	116982	10727
1832	117059	10664
1833	117138	10602
1834	117227	10540
1835	117309	10478
1836	117387	10415
1837	117469	10353
1838	117559	10292
1839	117630	10228
1840	117691	10164
1841	117754	10100
1842	117841	10038
1843	117919	9975
1844	118002	9913
1845	118092	9851
1846	118172	9789
1847	118251	9726
1848	118337	9664
1849	118426	9602
1850	118513	9539
1851	118617	9479
1852	118700	9416
1853	118783	9354
1854	118858	9290
1855	118936	9227
1856	119031	9166
1857	119116	9103
1858	119195	9040
1859	119277	8977
1860	119370	8915
1861	119452	8853
1862	119548	8791
1863	119629	8728
1864	119710	8665
1865	119791	8602
1866	119876	8539
1867	119957	8476
1868	120031	8413
1869	120186	8355
1870	120273	8292
1871	120370	8230
1872	120448	8167
1873	120539	8104
1874	120627	8041
1875	120710	7978
1876	120809	7916
1877	120898	7853
1878	120990	7791
1879	121088	7729
1880	121202	7667
1881	121298	7605
1882	121437	7545
1883	121579	7485
1884	121699	7424
1885	121821	7363
1886	121907	7300
1887	121994	7236
1888	122074	7173
1889	122153	7109
1890	122232	7045
1891	122314	6982
1892	122391	6918
1893	122477	6854
1894	122560	6790
1895	122633	6726
1896	122713	6662
1897	122791	6598
1898	122873	6535
1899	122954	6471
1900	123035	6407
1901	123196	6347
1902	123292	6284
1903	123388	6221
1904	123483	6157
1905	123573	6094
1906	123653	6030
1907	123742	5966
1908	123829	5902
1909	123911	5838
1910	123989	5774
1911	124074	5710
1912	124151	5646
1913	124228	5581
1914	124308	5517
1915	124398	5453
1916	124484	5389
1917	124562	5325
1918	124638	5260
1919	124711	5196
1920	124792	5132
1921	124879	5067
1922	124966	5003
1923	125041	4939
1924	125111	4874
1925	125182	4809
1926	125248	4744
1927	125321	4680
1928	125395	4615
1929	125475	4550
1930	125554	4486
1931	125628	4421
1932	125704	4357
1933	125775	4292
1934	125843	4227
1935	125921	4162
1936	125995	4097
1937	126072	4033
1938	126139	3968
1939	126205	3903
1940	126262	3837
1941	126322	3772
1942	126384	3707
1943	126448	3642
1944	126514	3577
1945	126580	3512
1946	126652	3447
1947	126716	3382
1948	126790	3317
1949	126880	3253
1950	126979	3189
1951	127067	3124
1952	127143	3059
1953	127222	2995
1954	127283	2929
1955	127347	2864
1956	127409	2799
1957	127474	2734
1958	127538	2669
1959	127601	2604
1960	127660	2538
1961	127722	2473
1962	127786	2408
1963	127848	2343
1964	127912	2278
1965	127973	2213
1966	128035	2148
1967	128094	2082
1968	128153	2017
1969	128213	1952
1970	128275	1887
1971	128340	1822
1972	128408	1757
1973	128472	1692
1974	128537	1627
1975	128597	1561
1976	128660	1496
1977	128719	1431
1978	128781	1366
1979	128841	1301
1980	128901	1236
1981	128960	1171
1982	129023	1106
1983	129087	1041
1984	129149	975
1985	129209	910
1986	129271	845
1987	129332	780
1988	129408	715
1989	129485	650
1990	129559	585
1991	129632	520
1992	129698	455
1993	129760	390
1994	129822	325
1995	129886	260
1996	129954	195
1997	130019	130
1998	130081	65
1999	130142	0
